chromosome	start	end	gene	log2	baf	cn	cn1	cn2	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr17	22374681	22408507	FLJ36000	0.493676	0.428571	3	2	1	55.718	11	5.832	0.118805	0.285267	0.86533	-0.0919747	1.19666
chr17	22408507	26716770	FLJ36000,MTRNR2L1,-	-1.66552	0	0	0	0	11.3794	4830	3620.65	0.010247	-1.68463	-1.6465	-3.10749	-0.139908
chr17	26716770	27002954	-	-0.0223984	0.297297	2	1	1	38.6565	149	116.44	0.0267596	-0.0699722	0.029358	-0.718531	0.535052
chr17	27002954	27234194	LOC105371703	-0.238857	0.355556	2	1	1	29.5289	284	243.087	0.019498	-0.268826	-0.20749	-0.818311	0.374582
chr17	27234194	27356158	WSB1	0.346751	0.434783	3	2	1	47.2904	161	127.944	0.0233845	0.307817	0.390437	-0.288706	0.880935
chr17	27356158	27453448	TBC1D3P5	-0.0461654	0.413666	2	1	1	32.1807	136	116.765	0.031345	-0.0971979	0.0169913	-0.66429	0.781115
chr17	27453448	27617008	KSR1	0.409125	0.433962	3	2	1	45.449	230	200.918	0.0208608	0.372094	0.455185	-0.206991	1.03075
chr17	27617008	28032957	KSR1,LGALS9,NOS2,LYRM9,LINC01992	-0.192913	0.357419	2	1	1	27.7872	584	500.292	0.013096	-0.216205	-0.168049	-0.75193	0.471832
chr17	28032957	28427051	NLK,PYY2,PPY2P,KRT18P55,TMEM97,IFT20,TNFAIP1,POLDIP2,TMEM199,SEBOX,VTN,SARM1,SLC46A1	0.0321817	0.420789	2	1	1	36.4773	538	466.974	0.0153911	0.00315782	0.0571094	-0.519812	0.673088
chr17	28427051	28546195	SLC13A2,FOXN1	-0.217426	0.363636	2	1	1	27.7171	167	141.149	0.0239351	-0.264409	-0.174441	-0.891993	0.320072
chr17	28546195	29006559	UNC119,PIGS,ALDOC,SPAG5,SPAG5-AS1,KIAA0100,SDF2,SUPT6H,PROCA1,RAB34,RPL23A,TLCD1,NEK8,TRAF4,FAM222B,FAM222B,ERAL1,MIR144,FLOT2,DHRS13,PHF12,PHF12,SEZ6	0.17115	0.413793	2	1	1	39.4395	625	494.816	0.0136324	0.142453	0.194371	-0.424223	0.916099
chr17	29006559	29093979	PIPOX,MYO18A	-0.107083	0.378378	2	1	1	28.2308	124	102.041	0.0236404	-0.154662	-0.0588558	-0.646324	0.434933
chr17	29093979	29935042	MYO18A,CRYBA1,NUFIP2,TAOK1,ABHD15,ABHD15,TP53I13,GIT1,ANKRD13B,CORO6,SSH2,SSH2,EFCAB5	0.170803	0.41446	2	1	1	41.6966	1137	910.843	0.00891743	0.154971	0.187429	-0.363378	0.794716
chr17	29935042	30089437	EFCAB5	-0.117836	0.4	2	1	1	32.5794	201	174.728	0.0180896	-0.149314	-0.0839399	-0.628437	0.367104
chr17	30089437	30523010	EFCAB5,NSRP1,SLC6A4,BLMH,TMIGD1,CPD,GOSR1	0.127602	0.409091	2	1	1	40.042	580	493.054	0.0100252	0.112719	0.145483	-0.339824	0.588525
chr17	30523715	30704900	GOSR1,SMURF2P1-LRRC37BP1	-0.0825277	0.375	2	1	1	32.9038	254	213.047	0.0214529	-0.120053	-0.0380446	-0.749069	0.614962
chr17	30704900	31390863	SUZ12P1,CRLF3,ATAD5,TEFM,ADAP2,RNF135,LOC107984974,LOC646030,MIR4733,NF1	0.115526	0.408163	2	1	1	40.6912	906	736.786	0.00843792	0.0996404	0.132845	-0.397718	0.637319
chr17	31390863	31484628	RAB11FIP4	-0.104368	0.395833	2	1	1	31.898	131	107.85	0.0273991	-0.155332	-0.065065	-0.629733	0.420592
chr17	31484628	31605888	RAB11FIP4,MIR193A,MIR365B	0.121955	0.429563	2	1	1	37.0176	165	140.619	0.0263764	0.0703608	0.174936	-0.514202	0.792537
chr17	31605888	31689078	-	-0.208372	0.35	2	1	1	29.8429	109	93.2981	0.0285994	-0.264557	-0.160364	-0.782554	0.278726
chr17	31689078	31711637	-	0.363654	0.438356	3	2	1	46.9812	32	27.1784	0.0402386	0.28906	0.454251	-0.00918691	0.778644
chr17	31711637	31896347	COPRS,UTP6	-0.0926773	0.363636	2	1	1	33.0873	253	199.748	0.0186673	-0.129264	-0.0570253	-0.666805	0.482224
chr17	31896347	32016902	UTP6,SUZ12,LRRC37B	0.177218	0.381385	2	1	1	44.5405	154	113.354	0.0195657	0.131578	0.215052	-0.30821	0.607798
chr17	32016902	32341906	LRRC37B,LOC105371730,RHOT1,RHBDL3,C17orf75	-0.0394922	0.384615	2	1	1	34.5135	448	366.921	0.0148741	-0.0670837	-0.0106819	-0.585725	0.541227
chr17	32341906	32357416	C17orf75,ZNF207	0.417958	0.388292	3	2	1	52.7591	21	16.1973	0.0636989	0.323184	0.543611	-0.0315936	0.951859
chr17	32358121	34232006	ZNF207,PSMD11,CDK5R1,MYO1D,TMEM98,SPACA3,ASIC2,LINC01989	-0.213119	0.35	2	1	1	27.1484	2561	2089.26	0.00628605	-0.223991	-0.201967	-0.863247	0.383751
chr17	34232006	34268666	CCL2	0.0720964	0.414634	2	1	1	32.1774	51	44.6004	0.0319214	0.00841075	0.112068	-0.420932	0.467814
chr17	34268666	34944054	CCL7,CCL11,CCL8,CCL13,CCL1,C17orf102,TMEM132E,CCT6B	-0.309597	0.271499	1	1	0	23.7532	933	718.017	0.00959528	-0.326116	-0.290362	-0.882194	0.211378
chr17	34944054	35121714	CCT6B,ZNF830,LIG3,RAD51L3-RFFL	0.0217921	0.424242	2	1	1	34.8117	249	210.018	0.0210921	-0.0169287	0.0605308	-0.596764	0.6262
chr17	35121714	35534843	FNDC8,NLE1,UNC45B,SLC35G3,SLFN5,SLFN11,SLFN12,SLFN13,SLFN12L	-0.151148	0.392507	2	1	1	30.9067	543	458.349	0.0144968	-0.182265	-0.122884	-0.803891	0.583472
chr17	35534843	35563043	SLFN12L,SLFN14	0.0213752	0.419355	2	1	1	34.1778	40	34.3095	0.0349409	-0.0453274	0.0913368	-0.379801	0.401198
chr17	35563043	35594063	SNHG30,PEX12,AP2B1	0.376286	0.400399	3	2	1	48.3465	43	34.6838	0.0412028	0.303856	0.447436	-0.0998544	0.901609
chr17	35594063	35885932	AP2B1,RASL10B,GAS2L2,MMP28,TAF15,HEATR9,CCL5	-0.0370584	0.38673	2	1	1	33.5878	404	344.282	0.0134877	-0.0631999	-0.00878792	-0.550472	0.508038
chr17	35885932	35906377	LRRC37A8P	0.446599	0.657143	3	2	1	50.89	28	20.3421	0.0525385	0.34507	0.584161	0.00890683	0.93052
chr17	35906377	36141846	LRRC37A8P,RDM1,LYZL6,CCL16,CCL15-CCL14,CCL23,CCL18,CCL3,CCL4L1	-0.25321	0.333333	1	1	0	27.2307	328	275.143	0.0150789	-0.28474	-0.223261	-0.735853	0.26595
chr17	36141846	36181326	TBC1D3D	0.0191628	0.363636	2	1	1	34.7055	56	46.2404	0.038873	-0.0605523	0.0892271	-0.529187	0.54736
chr17	36181326	36392121	CCL3,CCL4L1,TBC1D3H,NPEPPSP1,TBC1D3L,TBC1D3K	0.160102	0.285259	2	1	1	44.4629	231	165.443	0.019783	0.127339	0.20324	-0.394638	0.767869
chr17	36392121	36533825	TBC1D3K,TBC1D3D,ZNHIT3,MYO19	-0.20189	0	2	2	0	29.4759	190	154.987	0.0213847	-0.233516	-0.168957	-0.839804	0.315789
chr17	36533825	36553565	MYO19,PIGW,GGNBP2	0.283346	0	3	3	0	46.3446	26	20.3955	0.0315669	0.22215	0.33555	0.0189412	0.519276
chr17	36553565	37484163	GGNBP2,DHRS11,MRM1,LHX1-DT,LHX1-DT,LHX1,AATF,ACACA,ACACA,TADA2A	-0.172982	0.384615	2	1	1	29.9222	1295	1068.27	0.00883681	-0.192829	-0.155326	-0.792687	0.385157
chr17	37484163	37656183	DUSP14,DUSP14,SYNRG,DDX52	0.0486197	0.559412	2	1	1	36.8829	238	203.39	0.0191141	0.0179883	0.0807305	-0.448377	0.741117
chr17	37656183	37923377	HNF1B,YWHAEP7	-0.206206	0.384615	2	1	1	28.8975	372	308.931	0.0158037	-0.230522	-0.179027	-0.735817	0.370231
chr17	37923377	38325931	TBC1D3,TBC1D3D,TBC1D3C,NPEPPSP1,MRPL45,GPR179	0.0929372	0.41002	2	1	1	41.8444	495	358.012	0.0135389	0.0703971	0.117046	-0.604435	0.631109
chr17	38325931	38414761	GPR179,SOCS7	-0.169991	0.373214	2	1	1	30.1092	125	103.864	0.0297921	-0.224684	-0.108066	-0.735581	0.477608
chr17	38414761	38495835	ARHGAP23	0.12169	0.425926	2	1	1	36.4703	110	94.425	0.0330247	0.0566801	0.190106	-0.592373	0.90132
chr17	38495835	38667150	ARHGAP23,SRCIN1	-0.156335	0.381653	2	1	1	29.8541	235	191.86	0.0208116	-0.197164	-0.119757	-0.775578	0.362033
chr17	38667150	38753160	EPOP,LOC105371763,MLLT6,CISD3,PCGF2,LOC100287808,PSMB3	0.35516	0.433333	3	2	1	44.1501	114	89.2125	0.0316208	0.304954	0.404071	-0.260344	0.954097
chr17	38753160	38849040	PSMB3,PIP4K2B,CWC25,MIR4727,C17orf98,RPL23	0.0122561	0.570109	2	1	1	36.5489	131	95.3217	0.0259257	-0.0433235	0.0564758	-0.594515	0.608056
chr17	38849040	39004844	RPL23,LASP1,LASP1,LINC00672,FBXO47,-	0.235384	0.414634	3	2	1	42.7505	212	168.08	0.0224294	0.190516	0.281961	-0.372627	0.856357
chr17	39004844	39619603	LINC02079,LRRC37A11P,RDM1P5,PLXDC1,ARL5C,CACNB1,RPL19,STAC2,LOC101929578,FBXL20,MED1,CDK12,NEUROD2	-0.00278893	0.416667	2	1	1	34.855	841	667.248	0.0103623	-0.0202054	0.02025	-0.553264	0.62604
chr17	39619603	40966854	PPP1R1B,STARD3,STARD3,TCAP,PNMT,PGAP3,ERBB2,ERBB2,MIEN1,GRB7,IKZF3,ZPBP2,GSDMB,ORMDL3,ORMDL3,LRRC3C,GSDMA,PSMD3,CSF3,MED24,MED24,THRA,NR1D1,MSL1,CASC3,CASC3,RAPGEFL1,WIPF2,WIPF2,CDC6,RARA,GJD3,GJD3,TOP2A,IGFBP4,TNS4,TNS4,CCR7,CCR7,SMARCE1,KRT222,KRT24,KRT25,KRT26,KRT27,KRT28,KRT10,TMEM99,KRT12,KRT20,KRT23,KRT39,KRT39	0.218941	0.428571	3	2	1	41.6911	1843	1531.32	0.00783386	0.2036	0.236753	-0.405134	0.862624
chr17	40966854	41302433	KRT39,KRT40,KRTAP3-3,KRTAP3-2,KRTAP3-1,KRTAP1-5,KRTAP1-4,KRTAP1-3,KRTAP1-1,KRTAP9-7,KRTAP4-3,KRTAP4-2,KRTAP4-1,KRTAP9-1,KRTAP9-2,KRTAP9-9,KRTAP9-6,KRTAP29-1	-0.115094	0.393939	2	1	1	31.47	440	381.975	0.0128966	-0.13422	-0.0915547	-0.818881	0.330629
chr17	41302433	41427218	KRTAP29-1,KRTAP16-1,KRTAP17-1,KRT33A,KRT33B,KRT34,KRT31,LOC100505782,KRT37	0.194824	0.413793	2	1	1	39.2953	174	154.46	0.02196	0.150463	0.225561	-0.276285	0.818328
chr17	41427218	41497013	KRT38,KRT32,KRT35,KRT36	-0.0664587	0.4	2	1	1	29.33	98	80.7863	0.0318881	-0.115494	-0.00811301	-0.591629	0.441539
chr17	41497013	41549888	KRT13,KRT15,KRT19,LINC00974	0.511625	0.595865	3	2	1	48.0139	73	61.7992	0.0358274	0.437038	0.596479	-0.0265175	1.27669
chr17	41549888	41652817	LINC00974,KRT9,KRT14,KRT16,KRT17,KRT42P	-0.0277469	0.395652	2	1	1	30.8659	141	119.33	0.0246537	-0.0713819	0.0294118	-0.456458	0.594823
chr17	41652817	42030696	EIF1,GAST,HAP1,JUP,JUP,P3H4,P3H4,FKBP10,NT5C3B,KLHL10,KLHL11,ACLY,ACLY,TTC25,CNP,CNP,DNAJC7,DNAJC7,NKIRAS2,ZNF385C	0.239649	0.40625	3	2	1	43.3893	513	393.171	0.0173476	0.208149	0.272963	-0.487238	1.01491
chr17	42030696	42101196	ZNF385C	-0.0365964	0.366071	2	1	1	32.1191	98	77.9944	0.0287605	-0.093163	0.0172484	-0.556715	0.579141
chr17	42101196	44145691	DHX58,KAT2A,HSPB9,RAB5C,KCNH4,HCRT,GHDC,STAT5B,STAT5B,STAT5A,STAT5A,STAT3,STAT3,CAVIN1,ATP6V0A1,ATP6V0A1,ATP6V0A1,NAGLU,HSD17B1,COASY,MLX,PSMC3IP,RETREG3,TUBG1,TUBG2,PLEKHH3,CCR10,CNTNAP1,CNTNAP1,EZH1,RAMP2-AS1,RAMP2,VPS25,WNK4,COA3,CNTD1,BECN1,PSME3,AOC2,AOC3,AOC4P,LINC00671,G6PC,PTGES3L-AARSD1,PTGES3L-AARSD1,RUNDC1,RPL27,IFI35,VAT1,RND2,RND2,BRCA1,NBR2,LOC101929767,LOC101929767,NBR1,NBR1,TMEM106A,CCDC200,RNU2-1,LINC00910,ARL4D,MIR2117HG,DHX8,DHX8,ETV4,MEOX1,SOST,DUSP3,CFAP97D1,MPP3,CD300LG,MPP2,FAM215A,LINC01976,PPY,PYY,PYY,NAGS,TMEM101,LSM12,G6PC3,HDAC5,HROB	0.216121	0.416667	3	2	1	41.9559	2712	2117.49	0.0075145	0.201436	0.230914	-0.452645	1.06042
chr17	44145691	44185171	HROB,ASB16,ASB16-AS1	-0.0274856	0.589775	2	1	1	35.3223	54	43.5141	0.0381278	-0.0980577	0.040708	-0.623558	0.366164
chr17	44185171	44227471	ASB16-AS1,TMUB2,ATXN7L3,UBTF	0.430318	0.6	3	2	1	46.7072	55	44.5328	0.0534321	0.344561	0.547375	-0.191021	1.21775
chr17	44227471	44324056	SLC4A1,RUNDC3A-AS1,RUNDC3A,SLC25A39	-0.130608	0.4	2	1	1	31.4111	135	112.29	0.0264142	-0.180872	-0.0875599	-0.706442	0.4829
chr17	44324761	44353666	SLC25A39,GRN	0.470505	0.435484	3	2	1	50.0058	37	26.7227	0.0384844	0.398422	0.550535	0.0417973	0.859981
chr17	44355076	44774550	FAM171A2,ITGA2B,GPATCH8,FZD2,LINC01180,MEIOC,CCDC43,DBF4B,ADAM11	-0.0992856	0.405405	2	1	1	32.8025	577	470.302	0.0127269	-0.120527	-0.0730178	-0.684411	0.470558
chr17	44774550	44985344	ADAM11,GJC1,HIGD1B,EFTUD2,CCDC103,GFAP,KIF18B,C1QL1	0.101526	0.415881	2	1	1	36.4002	296	237.636	0.0188471	0.0633649	0.13888	-0.461981	0.772988
chr17	44985344	45016364	-	-0.306284	0.409938	1	1	0	25.5389	44	36.829	0.0440159	-0.389751	-0.238229	-0.902857	0.135651
chr17	45016364	45176399	DCAKD,NMT1,PLCD3,PLCD3,ACBD4,HEXIM1,HEXIM2,LOC105371795	0.208511	0.423077	3	2	1	42.5922	208	157.919	0.0268619	0.157051	0.26158	-0.42783	0.997915
chr17	45176399	45218698	LOC339192	-0.0131954	0.407407	2	1	1	39.3138	56	38.318	0.04327	-0.0928485	0.0799092	-0.499118	0.672982
chr17	45218698	45602922	LOC339192,FMNL1,MAP3K14-AS1,MAP3K14-AS1,MAP3K14,ARHGAP27,PLEKHM1,LRRC37A4P,MAPK8IP1P2	0.0464664	0.396226	2	1	1	35.5484	533	448.912	0.0149681	0.0185196	0.0765397	-0.59475	0.71161
chr17	45602922	46001246	LINC02210-CRHR1,MAPT-AS1,MAPT-AS1,MAPT	-0.262137	0.314787	1	1	0	25.5028	554	430.613	0.013878	-0.287475	-0.235656	-0.894605	0.35013
chr17	46001246	46229666	MAPT,KANSL1	0.095813	0.403125	2	1	1	37.7885	313	271.912	0.0137929	0.077417	0.12358	-0.341645	0.566297
chr17	46229666	46360091	ARL17B	-0.107819	0.4	2	1	1	33.3299	183	152.392	0.0216997	-0.152598	-0.0694781	-0.717077	0.463556
chr17	46360091	46384061	ARL17B,NSFP1	0.259056	0.703704	3	2	1	44.5527	33	26.0615	0.0411319	0.19069	0.337398	-0.0779511	0.770749
chr17	46384061	46572295	NSFP1,ARL17A	-0.0740163	0.275	2	1	1	33.686	261	223.26	0.0144068	-0.0995038	-0.0512314	-0.56138	0.323681
chr17	46572295	46611775	ARL17A,NSF	0.153687	0.428571	2	1	1	41.5221	56	45.0958	0.0362057	0.101318	0.22525	-0.270951	0.821528
chr17	46611775	47062974	NSF,WNT3,WNT9B,GOSR2,MIR5089,RPRML	-0.163273	0.357143	2	1	1	29.5188	626	536.4	0.0118947	-0.187279	-0.142015	-0.727811	0.375565
chr17	47062974	47325938	CDC27,CDC27,MYL4,ITGB3,THCAT158,EFCAB13	0.149789	0.430195	2	1	1	39.7839	367	311.378	0.0157543	0.122603	0.175715	-0.391977	0.782013
chr17	47325938	47489498	EFCAB13,MRPL45P2	-0.100435	0.387097	2	1	1	34.9804	212	181.942	0.0157144	-0.132666	-0.0759953	-0.651475	0.289626
chr17	47489498	47688307	MRPL45P2,NPEPPS,NPEPPS,KPNB1	0.125066	0.428571	2	1	1	41.3059	263	199.954	0.0186256	0.0974906	0.159557	-0.396856	0.739754
chr17	47688307	47800402	TBKBP1,TBX21	-0.1723	0.393939	2	1	1	28.9522	154	123.553	0.0206273	-0.207479	-0.132466	-0.763797	0.255925
chr17	47800402	48110601	OSBPL7,MRPL10,LRRC46,LRRC46,SCRN2,SP6,LOC102724532,SP2,SP2,SP2-AS1,PNPO,PRR15L,CDK5RAP3,COPZ2,NFE2L1,CBX1,SNX11	0.177633	0.426471	2	1	1	38.9192	432	351.148	0.0160896	0.141547	0.208681	-0.471451	0.886769
chr17	48110601	48235386	SNX11,SKAP1	-0.111958	0.397368	2	1	1	29.7944	175	145.426	0.0187789	-0.146293	-0.0777426	-0.642241	0.338721
chr17	48235386	48362991	SKAP1	0.107285	0.4	2	1	1	36.7003	167	151.55	0.0171426	0.0754169	0.141396	-0.311969	0.509222
chr17	48362991	48484250	SKAP1,LOC101927166	-0.190114	0.2	2	2	0	28.9008	170	145.801	0.0197601	-0.232957	-0.157757	-0.773409	0.186791
chr17	48484250	48640055	HOXB1,HOXB2,HOXB-AS1,HOXB3,HOXB-AS3,HOXB7,HOXB8,HOXB9,MIR196A1	0.101695	0.4	2	1	1	34.5216	219	183.088	0.0208971	0.0671677	0.147499	-0.429802	0.841996
chr17	48640055	48813484	PRAC1,PRAC2,HOXB13,TTLL6	-0.199597	0.361905	2	1	1	29.1881	244	199.088	0.0193293	-0.231937	-0.160224	-0.76372	0.361065
chr17	48813484	48912184	TTLL6,CALCOCO2,LOC105371814,UBE2Z	0.0866043	0.586957	2	1	1	38.1854	136	106.089	0.027496	0.0289256	0.151405	-0.502287	0.806357
chr17	48912184	48986209	UBE2Z,SNF8,GIP	-0.195057	0.386185	2	1	1	32.0722	104	79.0644	0.0283365	-0.244417	-0.139773	-0.765112	0.368385
chr17	48986209	49005244	IGF2BP1	0.296042	0.432432	3	2	1	41.2696	23	21.4146	0.038296	0.226529	0.369403	-0.00462597	0.611071
chr17	49005244	49564308	IGF2BP1,IGF2BP1,B4GALNT2,GNGT2,ABI3,PHOSPHO1,FLJ40194,MIR6129,ZNF652,LOC102724596,PHB,LINC02075,NGFR,LOC100288866	-0.132741	0.367007	2	1	1	30.8478	777	640.465	0.0112991	-0.160073	-0.111838	-0.747447	0.47697
chr17	49564308	50222776	LOC100288866,NXPH3,SPOP,SLC35B1,FAM117A,FAM117A,KAT7,TAC4,-,DLX4,DLX3,PICART1,ITGA3,ITGA3,PDK2,SAMD14,PPP1R9B,PPP1R9B,SGCA,COL1A1,LINC01969	0.224924	0.428571	3	2	1	39.5517	921	768.394	0.0101961	0.205582	0.242887	-0.358194	0.832468
chr17	50222776	50418765	TMEM92,TMEM92-AS1,XYLT2,MRPL27,EME1,LRRC59	0.00580661	0.4	2	1	1	32.6463	275	235.44	0.0170661	-0.0197833	0.039764	-0.562518	0.629402
chr17	50418765	50754345	ACSF2,RSAD1,RSAD1,MYCBPAP,EPN3,SPATA20,CACNA1G-AS1,CACNA1G,ABCC3,ANKRD40,LUC7L3	0.109792	0.40625	2	1	1	37.0767	460	387.359	0.0155101	0.0818441	0.143484	-0.471349	0.921024
chr17	50754345	50838239	LUC7L3,ANKRD40CL,MIR8059,WFIKKN2	-0.136501	0.412779	2	1	1	31.2114	119	99.4285	0.0237451	-0.180491	-0.0859791	-0.629967	0.36963
chr17	50838239	51277453	WFIKKN2,TOB1,SPAG9,NME1-NME2,MBTD1,UTP18	0.0938271	0.423077	2	1	1	39.0014	596	487.687	0.011377	0.0728639	0.110538	-0.410688	0.652899
chr17	51277453	54963889	UTP18,LINC02071,LINC02072,LINC02073,CA10,CA10,LINC01982,LINC02089,LINC02876,KIF2B,TOM1L1,COX11	-0.154594	0.391304	2	1	1	30.5323	4730	4213.66	0.00377288	-0.16143	-0.147985	-0.718919	0.293377
chr17	54963889	54996319	COX11,STXBP4	0.160192	0.628571	2	1	1	39.1434	42	38.4517	0.0298335	0.107153	0.217996	-0.224785	0.436672
chr17	54996319	55273383	STXBP4,HLF	-0.0985194	0.407407	2	1	1	31.7788	354	317.698	0.0124591	-0.123512	-0.078053	-0.580438	0.335795
chr17	55273383	55369968	HLF	0.100158	0.411863	2	1	1	36.2631	136	121.532	0.0203715	0.0682645	0.135321	-0.370582	0.563069
chr17	55369968	55377018	-	-0.464573	0.403704	1	1	0	25.2211	10	8.3066	0.0636417	-0.566725	-0.337911	-0.74552	-0.119762
chr17	55377018	55788032	MMD,-,TMEM100,PCTP,PCTP	0.113513	0.409091	2	1	1	36.8399	552	489.693	0.0128616	0.0906704	0.13547	-0.456263	0.641665
chr17	55788032	56677740	PCTP,-,ANKFN1,NOG	-0.175474	0.375	2	1	1	28.5715	1186	1037.08	0.00822644	-0.190946	-0.163985	-0.784616	0.290862
chr17	56677740	56818739	C17orf67	-0.0121222	0.40625	2	1	1	31.0872	198	170.36	0.0216303	-0.0564969	0.0340984	-0.514619	0.599082
chr17	56818739	56983004	C17orf67,DGKE,MTVR2,TRIM25,COIL,SCPEP1	0.194854	0.418182	2	1	1	40.8097	220	184.844	0.0199595	0.160203	0.233444	-0.324019	0.751678
chr17	56983004	57222703	SCPEP1,RNF126P1,AKAP1	-0.0865742	0.394737	2	1	1	31.1882	335	286.419	0.0153653	-0.113519	-0.0607899	-0.628473	0.484167
chr17	57222703	57687297	MSI2	0.0874451	0.4	2	1	1	33.725	647	567.375	0.0120585	0.0628176	0.115735	-0.473686	0.74152
chr17	57688707	57848037	CCDC182,MRPS23	-0.113884	0.390097	2	1	1	29.3303	224	187.599	0.0165204	-0.149697	-0.0824113	-0.638564	0.35885
chr17	57848037	58012301	MRPS23,CUEDC1,VEZF1,SRSF1	0.269662	0.430502	3	2	1	40.8945	227	194.249	0.0204092	0.230197	0.308414	-0.336305	0.871163
chr17	58012301	58476190	LOC101927666,DYNLL2,OR4D1,MSX2P1,OR4D2,EPX,MKS1,LPO,MPO,TSPOAP1,TSPOAP1-AS1,RNF43,HSF5	-0.000793489	0.404762	2	1	1	33.2746	637	542.518	0.0122086	-0.0216592	0.0240537	-0.603936	0.520508
chr17	58476190	58536115	HSF5,MTMR4,SEPTIN4-AS1	0.425997	0.444444	3	2	1	47.8654	78	63.0493	0.0271396	0.381252	0.481943	-0.00482534	0.871218
chr17	58536115	58628470	SEPTIN4-AS1,TEX14	-0.0254813	0.368421	2	1	1	33.6541	131	106.253	0.0216934	-0.0632357	0.0152931	-0.545225	0.401208
chr17	58628470	58746204	TEX14,RAD51C,RAD51C	0.201089	0.428571	3	2	1	45.5217	161	115.722	0.0230495	0.157659	0.25774	-0.257808	0.869728
chr17	58746204	58994364	PPM1E,TRIM37	-0.118085	0.411765	2	1	1	34.0401	328	270.376	0.0133676	-0.143362	-0.0951582	-0.665707	0.329529
chr17	58994364	60689885	TRIM37,TRIM37,SKA2,SKA2,SKA2,PRR11,PRR11,SMG8,GDPD1,GDPD1,YPEL2,LINC01476,LINC01476,DHX40,CLTC,PTRH2,VMP1,VMP1,TUBD1,TUBD1,RPS6KB1,RNFT1,TBC1D3P1-DHX40P1,HEATR6,LOC105371849,LOC653653,CA4,USP32,C17orf64,APPBP2,APPBP2,LINC01999,PPM1D,PPM1D,BCAS3	0.164802	0.425	2	1	1	41.9945	2297	1856.43	0.00654683	0.151763	0.178714	-0.405218	0.805053
chr17	60689885	60861904	BCAS3	-0.0582585	0.393939	2	1	1	36.5811	226	186.553	0.0156542	-0.0854122	-0.0287376	-0.53593	0.349132
chr17	60861904	61418148	BCAS3,BCAS3,TBX2-AS1,TBX2,LINC02875	0.276735	0.421053	3	2	1	42.6532	733	635.405	0.0106342	0.252598	0.296154	-0.281776	0.817537
chr17	61418148	61447053	-	-0.0283493	0.425824	2	1	1	31.9254	38	32.1583	0.0355499	-0.0910589	0.0417868	-0.476427	0.350886
chr17	61447053	61499927	TBX4	0.304679	0.54902	3	2	1	37.1183	73	62.6569	0.03175	0.253048	0.360188	-0.154233	0.727093
chr17	61499927	61828457	NACA2,BRIP1	-0.0637729	0.410256	2	1	1	35.0277	429	375.379	0.0107305	-0.0876756	-0.0458862	-0.550152	0.308723
chr17	61829867	62075911	BRIP1,INTS2,MED13	0.056483	0.414634	2	1	1	40.1749	334	273.035	0.0126914	0.0301913	0.0773246	-0.392334	0.517991
chr17	62075911	62128786	-	-0.0918761	0.375	2	1	1	33.5274	75	62.9751	0.027965	-0.148255	-0.043281	-0.531177	0.353356
chr17	62128786	62191531	-	0.355564	0.560976	3	2	1	50.5351	84	58.512	0.0269954	0.300743	0.41828	-0.114385	0.816013
chr17	62191531	62778089	-,TBC1D3P2,EFCAB3,EFCAB3,METTL2A,TLK2,MRC2,MARCHF10	-0.0758328	0.4	2	1	1	33.8948	806	658.768	0.00996035	-0.0970927	-0.0588478	-0.641706	0.470901
chr17	62778089	62869034	MARCHF10,MARCHF10-DT	0.198956	0.425729	2	1	1	42.6378	118	95.1694	0.020705	0.159217	0.234085	-0.179004	0.700312
chr17	62869034	63399193	MIR633,TANC2	-0.0643331	0.40625	2	1	1	34.0766	706	633.784	0.00937708	-0.0800976	-0.0506253	-0.576512	0.386455
chr17	63399193	63449248	TANC2,CYB561	0.214637	0.42	3	2	1	35.9115	69	59.0752	0.0322887	0.156893	0.269942	-0.249271	0.708751
chr17	63449248	63546537	ACE,KCNH6	-0.0834885	0.36	2	1	1	30.1993	135	108.079	0.0298727	-0.143183	-0.0178432	-0.597846	0.779335
chr17	63546537	64423555	KCNH6,DCAF7,TACO1,MAP3K3,LIMD2,LOC729683,STRADA,CCDC47,DDX42,FTSJ3,FTSJ3,PSMC5,SMARCD2,TCAM1P,CSH2,GH2,CSH1,CSHL1,GH1,CD79B,SCN4A,PRR29-AS1,PRR29,ICAM2,ERN1,SNHG25,TEX2,PECAM1	0.17783	0.409091	2	1	1	38.9133	1222	1019.91	0.00831245	0.163664	0.194373	-0.370508	0.735324
chr17	64423555	64489825	MILR1,POLG2	-0.0473237	0.58	2	1	1	36.174	92	73.7325	0.0220332	-0.0868589	-0.00857176	-0.52138	0.277218
chr17	64489825	64822584	POLG2,DDX5,CEP95,SMURF2,ARHGAP27P1-BPTFP1-KPNA2P3,PLEKHM1P1	0.231085	0.432634	3	2	1	42.8943	456	378.245	0.0121722	0.213222	0.255236	-0.278193	0.779654
chr17	64822584	64915644	PLEKHM1P1,LRRC37A3	-0.0247388	0.402703	2	1	1	33.4288	131	109.937	0.0229208	-0.0784431	0.0121541	-0.563604	0.434094
chr17	64915644	65206808	LRRC37A3,AMZ2P1,GNA13,LOC100507002,RGS9	0.212078	0.424242	3	2	1	41.4274	405	340.658	0.014955	0.185795	0.234612	-0.381406	0.799177
