chromosome	start	end	gene	log2	cn	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr18	79238926	80262580	ATP9B,NFATC1,LOC284240,LOC284241,CTDP1,KCNG2,SLC66A2,HSBP1L1,TXNL4A,RBFA,RBFADN,ADNP2,PARD6G-AS1,PARD6G	0.0393849	2	37.1732	1381	1205.9	0.00875791	0.0256359	0.0529925	-0.587156	0.692184
chr19	60000	112170	WASH5P,MIR1302-9,FAM138F,OR4F17	0.401231	3	59.0484	60	44.9008	0.0280481	0.341289	0.470053	0.0629287	0.817459
chr19	112170	917287	LINC01002,PLPP2,MIER2,THEG,C2CD4C,SHC2,ODF3L2,MADCAM1,TPGS1,CDC34,GZMM,BSG,HCN2,POLRMT,FGF22,RNF126,FSTL3,PRSS57,PALM,MISP,PTBP1,PLPPR3,AZU1,PRTN3,ELANE,CFD,MED16,RNU6-1,R3HDM4	-0.148396	2	35.2079	1039	836.036	0.0103637	-0.167184	-0.127057	-0.818751	0.490178
chr19	917992	1295170	KISS1R,ARID3A,WDR18,GRIN3B,TMEM259,CNN2,ABCA7,ARHGAP45,POLR2E,GPX4,SBNO2,STK11,CBARP,ATP5F1D,MIDN,CIRBP-AS1,CIRBP,FAM174C,EFNA2	0.0907057	2	43.7762	466	357.943	0.0151767	0.0603937	0.117601	-0.532702	0.749578
chr19	1295875	1350866	EFNA2	-0.346061	1	31.6742	77	60.535	0.0419222	-0.398638	-0.261067	-0.97227	0.34387
chr19	1350866	1491162	PWWP3A,NDUFS7,GAMT,DAZAP1,RPS15,APC2,C19orf25,PCSK4	0.00584176	2	38.1682	181	149.875	0.0252387	-0.0475505	0.0522354	-0.788215	0.745691
chr19	1491867	1565187	REEP6,ADAMTSL5,PLK5,MEX3D	-0.337249	1	30.6769	100	79.3347	0.0378902	-0.396191	-0.288199	-1.12591	0.406861
chr19	1565187	1658953	MEX3D,MBD3,UQCR11,TCF3	0.0579333	2	40.7577	125	94.8285	0.0298272	0.00650183	0.118807	-0.532142	0.839953
chr19	1658953	2421770	ONECUT3,ATP8B3,ATP8B3,REXO1,KLF16,ABHD17A,SCAMP4,CSNK1G2,BTBD2,MKNK2,MOB3A,IZUMO4,AP3D1,DOT1L,PLEKHJ1,SF3A2,AMH,JSRP1,OAZ1,PEAK3,LINGO3,LSM7,SPPL2B,TMPRSS9	-0.145492	2	36.1361	1010	805.419	0.0122474	-0.166238	-0.122578	-0.981337	0.534821
chr19	2421770	2588856	TMPRSS9,TIMM13,LMNB2,LINC01775,GADD45B,GNG7	0.0311825	2	44.2703	214	154.753	0.0207353	-0.0139112	0.0720061	-0.59669	0.576895
chr19	2588856	3957978	GNG7,DIRAS1,SLC39A3,SGTA,THOP1,ZNF554,ZNF555,ZNF556,ZNF57,ZNF77,TLE6,TLE2,MIR1268A,GNA11,GNA15,S1PR4,NCLN,CELF5,NFIC,SMIM24,DOHH,FZR1,C19orf71,MFSD12,HMG20B,GIPC3,TBXA2R,CACTIN-AS1,CACTIN,PIP5K1C,TJP3,TJP3,APBA3,MRPL54,RAX2,MATK,ZFR2,ATCAY,NMRK2	-0.181943	2	34.7883	1864	1479.62	0.00839127	-0.199242	-0.168874	-0.911657	0.481065
chr19	3957978	4091224	DAPK3,EEF2,PIAS4,ZBTB7A,MAP2K2	-0.00292573	2	41.7444	173	129.087	0.0275194	-0.0513457	0.0642697	-0.658489	0.647568
chr19	4091224	4370407	MAP2K2,CREB3L3,SIRT6,ANKRD24,EBI3,YJU2,SHD,TMIGD2,FSD1,STAP2,MPND,SH3GL1	-0.234913	2	35.0402	368	276.333	0.0169342	-0.266249	-0.195835	-0.845476	0.417439
chr19	4370407	4406362	SH3GL1,CHAF1A	0.197332	2	47.7214	48	39.145	0.0481568	0.0955037	0.276761	-0.53722	0.694936
chr19	4406362	5547062	CHAF1A,UBXN6,HDGFL2,PLIN4,PLIN5,LRG1,SEMA6B,TNFAIP8L1,MYDGF,DPP9,MIR7-3HG,FEM1A,TICAM1,PLIN3,ARRDC5,UHRF1,UHRF1,KDM4B,PTPRS,PTPRS,ZNRF4	-0.231567	2	33.3865	1566	1249.91	0.00880309	-0.249345	-0.218673	-0.908614	0.43495
chr19	5547062	5699343	TINCR,SAFB2,SAFB,MICOS13,HSD11B1L,RPL36,LONP1	0.00927069	2	38.8653	207	163.628	0.0207016	-0.0384135	0.0543574	-0.649817	0.521724
chr19	5699343	5900975	LONP1,CATSPERD,PRR22,DUS3L,NRTN,FUT6,FUT3,LOC101928844,FUT5,NDUFA11	-0.27947	1	32.8767	278	219.456	0.0200208	-0.314221	-0.233738	-0.865264	0.286777
chr19	5900975	6113182	NDUFA11,VMAC,CAPS,RANBP3,LOC100128568,RFX2	0.0379674	2	38.0473	295	250.328	0.0180357	0.00923286	0.0700192	-0.569259	0.701001
chr19	6113182	6192142	ACSBG2	-0.249106	2	32.0386	112	95.4485	0.0280852	-0.291386	-0.20195	-0.830232	0.261041
chr19	6192142	6279563	ACSBG2,MLLT1	0.0534155	2	40.1639	119	99.3532	0.0242336	0.00489461	0.0948601	-0.532199	0.556753
chr19	6280268	6728652	ACER1,CLPP,ALKBH7,PSPN,GTF2F1,LOC390877,KHSRP,SLC25A41,SLC25A41,SLC25A23,CRB3,DENND1C,TUBB4A,TNFSF9,CD70,TNFSF14,C3	-0.329718	1	31.484	626	500.568	0.0134504	-0.361237	-0.304602	-0.966032	0.316353
chr19	6728652	6755442	GPR108,TRIP10,SH2D3A	0.131109	2	44.0744	37	30.3229	0.0396575	0.0520067	0.209307	-0.34259	0.458091
chr19	6755442	8740739	SH2D3A,VAV1,ADGRE1,ADGRE4P,FLJ25758,MBD3L2B,MBD3L5,MBD3L4,MBD3L2,MBD3L3,ZNF557,INSR,ARHGEF18,ARHGEF18,PEX11G,TEX45,ZNF358,MCOLN1,PNPLA6,CAMSAP3,XAB2,PET100,PCP2,STXBP2,RETN,MCEMP1,TRAPPC5,FCER2,FCER2,CLEC4G,CD209,CLEC4M,CLEC4GP1,EVI5L,PRR36,LYPLA2P2,LRRC8E,MAP2K7,TGFBR3L,SNAPC2,CTXN1,TIMM44,ELAVL1,CCL25,FBN3,CERS4,-,CD320,NDUFA7,KANK3,ANGPTL4,RAB11B-AS1,RAB11B,MARCHF2,HNRNPM,PRAM1,ZNF414,MYO1F,MYO1F,ADAMTS10,NFILZ,ACTL9,OR2Z1	-0.263417	1	33.0642	2729	2195.33	0.00684059	-0.27707	-0.251158	-0.975399	0.425816
chr19	8741444	8786565	-	0.575511	3	68.7416	33	18.2	0.0553708	0.463707	0.700712	-0.1245	1.11867
chr19	8786565	15091434	ZNF558,MBD3L1,MUC16,OR1M1,OR7G2,OR7G1,OR7G3,ZNF317,OR7D2,OR7D4,OR7E24,ZNF699,ZNF699,ZNF559,ZNF559-ZNF177,ZNF266,ZNF560,ZNF426,ZNF426-DT,ZNF121,ZNF561,ZNF561-AS1,ZNF562,ZNF812P,ZNF846,LOC100505555,FBXL12,UBL5,PIN1,OLFM2,OLFM2,COL5A3,RDH8,MIR5589,C3P1,SHFL,ANGPTL6,PPAN,P2RY11,EIF3G,DNMT1,S1PR2,MRPL4,ICAM1,ICAM4,ICAM5,ZGLP1,FDX2,RAVER1,ICAM3,TYK2,CDC37,PDE4A,KEAP1,S1PR5,ATG4D,KRI1,CDKN2D,AP1M2,SLC44A2,ILF3-DT,ILF3,QTRT1,DNM2,TMED1,C19orf38,CARM1,YIPF2,TIMM29,SMARCA4,LDLR-AS1,LDLR,SPC24,KANK2,KANK2,DOCK6,TSPAN16,RAB3D,TMEM205,CCDC159,PLPPR2,SWSAP1,EPOR,RGL3,CCDC151,PRKCSH,ELAVL3,ZNF653,ECSIT,CNN1,ELOF1,ACP5,ZNF627,ZNF627,HNRNPA1P10,ZNF833P,ZNF823,ZNF441,ZNF491,ZNF440,ZNF439,ZNF69,ZNF700,ZNF763,ZNF433-AS1,ZNF878,ZNF844,ZNF788P,ZNF625-ZNF20,ZNF136,LOC100289333,ZNF44,ZNF563,ZNF442,ZNF442,ZNF799,ZNF443,ZNF709,ZNF564,ZNF490,ZNF791,MAN2B1,WDR83,DHPS,GNG14,FBXW9,TNPO2,TRIR,GET3,BEST2,HOOK2,MIR5684,JUNB,PRDX2,RNASEH2A,RNASEH2A,RTBDN,MAST1,DNASE2,KLF1,KLF1,GCDH,SYCE2,MIR5695,FARSA,CALR,RAD23A,GADD45GIP1,DAND5,NFIX,LYL1,TRMT1,NACC1,STX10,IER2,CACNA1A,CCDC130,MRI1,C19orf53,ZSWIM4,LOC284454,NANOS3,C19orf57,C19orf57,CC2D1A,PODNL1,PODNL1,DCAF15,RFX1,RLN3,IL27RA,PALM3,MISP3,C19orf67,SAMD1,PRKACA,ASF1B,LOC100507373,LOC100507373,ADGRL1,LINC01841,ADGRE5,DDX39A,PKN1,PTGER1,GIPC1,DNAJB1,TECR,NDUFB7,CLEC17A,ADGRE3,ZNF333,ADGRE2,OR7C1,OR7A10,OR7A17,OR7C2,SLC1A6,CCDC105,CASP14,OR1I1	-0.215536	2	34.1696	8637	6888.56	0.00364468	-0.222131	-0.209293	-0.883701	0.435317
chr19	15091434	15154884	SYDE1,ILVBL	0.13454	2	47.0605	86	63.3404	0.0271896	0.0895494	0.179566	-0.380766	0.592292
chr19	15154884	15231025	NOTCH3,EPHX3	-0.19783	2	35.9212	102	79.8218	0.0313873	-0.264418	-0.14767	-0.812098	0.414489
chr19	15231025	15301526	EPHX3,BRD4	0.179518	2	39.9846	99	85.8602	0.0252923	0.129516	0.222305	-0.24851	0.587309
chr19	15301526	15668834	BRD4,AKAP8,AKAP8L,WIZ,RASAL3,RASAL3,PGLYRP2,CYP4F22,CYP4F8,CYP4F8,CYP4F3	-0.254682	1	31.6807	498	403.867	0.0159955	-0.283407	-0.22291	-0.917623	0.394385
chr19	15668834	15723119	CYP4F12	0.0892778	2	41.8915	70	60.2616	0.0369282	0.010461	0.140139	-0.601049	0.474871
chr19	15723119	16067162	OR10H2,OR10H3,CYP4F24P,OR10H5,OR10H1,UCA1,CLEC4O,CYP4F2,CYP4F11,OR10H4,LINC00661,LINC00905,LINC01855	-0.281215	1	30.2424	475	393.955	0.0150581	-0.309009	-0.256473	-0.89283	0.363598
chr19	16067162	16134843	TPM4,RAB8A	0.0312879	2	41.1519	91	67.0453	0.0272624	-0.0180485	0.0900329	-0.517099	0.391372
chr19	16134843	16354805	HSH2D,CIB3,FAM32A,AP1M1,KLF2	-0.234413	2	34.0482	308	244.214	0.0188459	-0.272545	-0.203664	-0.901105	0.387818
chr19	16354805	16387235	EPS15L1	0.10609	2	36.0647	45	39.3672	0.0332211	0.0425874	0.176716	-0.239736	0.652811
chr19	16387235	16564897	EPS15L1,CALR3,C19orf44,CHERP,SLC35E1	-0.110556	2	36.1704	247	199.12	0.0199544	-0.149833	-0.0730864	-0.69964	0.440899
chr19	16564897	16631167	SLC35E1,MED26	0.118996	2	39.2545	91	78.8846	0.0286212	0.0672144	0.170905	-0.395523	0.627308
chr19	16631167	17205042	SMIM7,TMEM38A,TMEM38A,NWD1,NWD1,SIN3B,F2RL3,CPAMD8,CPAMD8,CPAMD8,HAUS8,MYO9B	-0.221411	2	34.4324	788	639.42	0.0121375	-0.241958	-0.202047	-0.850943	0.428191
chr19	17205042	17341813	MYO9B,USE1,OCEL1,NR2F6,USHBP1,BABAM1,ANKLE1,ABHD8,MRPL34,DDA1,ANO8,GTPBP3	0.0537064	2	45.3378	168	114.845	0.0222829	0.0130282	0.0921642	-0.597913	0.561648
chr19	17341813	18278766	GTPBP3,PLVAP,BST2,MVB12A,TMEM221,NXNL1,SLC27A1,LOC100507551,PGLS,NIBAN3,COLGALT1,UNC13A,MAP1S,FCHO1,B3GNT3,INSL3,JAK3,RPL18A,SLC5A5,CCDC124,KCNN1,ARRDC2,IL12RB1,IL12RB1,MAST3,PIK3R2,IFI30,MPV17L2,RAB3A,LOC102725254,PDE4C,LOC729966,IQCN	-0.280115	1	33.1142	1296	1016.79	0.00974038	-0.302115	-0.267366	-0.959914	0.423015
chr19	18278766	18521288	JUND,LSM4,PGPEP1,GDF15,LRRC25,SSBP4,ISYNA1,ELL	0.114427	2	45.575	298	214.14	0.0167516	0.0896064	0.151529	-0.508955	0.599881
chr19	18522698	22231735	FKBP8,KXD1,UBA52,REX1BD,CRLF1,TMEM59L,KLHL26,CRTC1,COMP,UPF1,CERS1,COPE,DDX49,HOMER3,HOMER3-AS1,SUGP2,ARMC6,SLC25A42,TMEM161A,BORCS8-MEF2B,RFXANK,NR2C2AP,NCAN,HAPLN4,TM6SF2,SUGP1,SUGP1,MAU2,GATAD2A,TSSK6,NDUFA13,YJEFN3,CILP2,PBX4,LPAR2,GMIP,ATP13A1,ZNF101,ZNF14,LINC00663,ZNF56,ZNF253,ZNF93,ZNF682,ZNF90,ZNF486,ZNF826P,ZNF737,ZNF626,ZNF66,ZNF85,ZNF430,ZNF714,ZNF431,ZNF708,ZNF738,ZNF493,LINC00664,ZNF429,LOC400682,ZNF100,ZNF43,ZNF208,ZNF257,ZNF676	-0.164436	2	35.8512	4924	4048.37	0.00443401	-0.174037	-0.157076	-0.813249	0.393996
chr19	22233145	22274036	-	0.145941	2	42.7178	52	41.129	0.0437902	0.0664929	0.205847	-0.610086	0.537743
chr19	22274036	23244124	ZNF729,ZNF98,LOC105376917,LINC01233,GOLGA2P9,LOC100996349,LINC01785,ZNF492,ZNF99,ZNF723,ZNF728,LINC01859,LINC01858,ZNF730,ZNF724	-0.1858	2	34.8973	1274	1043.67	0.00794226	-0.201944	-0.172114	-0.823894	0.300379
chr19	23244124	23576887	ZNF724,IPO5P1,ZNF91,LINC01224	-0.00549999	2	41.2503	440	364.234	0.0129831	-0.0299833	0.0286781	-0.602011	0.477474
chr19	23576887	32336594	ZNF675,ZNF675,ZNF681,RPSAP58,ZNF726,LOC100505851,ZNF254,ZNF254,HAVCR1P1,-,LINC00662,LOC101927151,LOC100420587,LINC00906,LOC102724958,LINC01532,UQCRFS1,LOC284395,VSTM2B,POP4,PLEKHF1,C19orf12,CCNE1,URI1,ZNF536,TSHZ3,THEG5,LINC01533,LINC01782	-0.187925	2	31.9032	7770	6318.26	0.00352756	-0.193267	-0.181978	-0.843767	0.391952
chr19	32336594	32380304	ZNF507	0.266129	3	51.1481	61	51.9587	0.0313956	0.201834	0.310432	-0.202952	0.816765
chr19	32380304	32668648	ZNF507,LOC400684,DPY19L3,PDCD5,ANKRD27	-0.158239	2	35.2522	392	334.364	0.0137225	-0.184587	-0.135123	-0.738332	0.314571
chr19	32668648	32679928	ANKRD27,RGS9BP	0.362818	3	49.9935	13	11.2359	0.10206	0.155926	0.564368	-0.129978	1.05346
chr19	32679928	34166062	NUDT19,TDRD12,SLC7A9,CEP89,FAAP24,RHPN2,GPATCH1,WDR88,LRP3,LRP3,SLC7A10,CEBPA,CEBPA-DT,CEBPG,PEPD,PEPD,CHST8,KCTD15	-0.208754	2	32.6932	2039	1693.84	0.00699318	-0.220736	-0.194213	-0.828373	0.411927
chr19	34166062	34367692	LSM14A,GARRE1,GPI	0.0296444	2	42.9174	276	217.214	0.01688	0.0025156	0.063515	-0.501984	0.560478
chr19	34367692	38649141	GPI,PDCD2L,UBA2,WTIP,ZNF807P,SCGB1B2P,ZNF302,ZNF181,ZNF599,LINC01801,LINC00904,LINC01838,ZNF30-AS1,ZNF30,ZNF792,GRAMD1A,SCN1B,HPN,HPN-AS1,FXYD3,LGI4,FXYD1,FXYD7,FXYD5,FAM187B,LSR,USF2,HAMP,HAMP,MAG,CD22,FFAR1,FFAR3,GPR42,LINC01531,FFAR2,KRTDAP,DMKN,SBSN,GAPDHS,TMEM147,ATP4A,LINC01766,HAUS5,RBM42,ETV2,COX6B1,UPK1A,ZBTB32,ZBTB32,KMT2B,IGFLR1,U2AF1L4,PSENEN,LIN37,HSPB6,PROSER3,ARHGAP33,LINC01529,LINC01529,PRODH2,NPHS1,KIRREL2,APLP1,NFKBID,HCST,TYROBP,LRFN3,LOC105372383,SDHAF1,SYNE4,ALKBH6,LOC101927572,THAP8,WDR62,OVOL3,POLR2I,TBCB,CAPNS1,COX7A1,ZNF565,LOC100134317,LINC00665,ZFP14,ZFP14,ZFP14,ZFP82,LOC644189,ZNF566,LOC728752,ZNF260,ZNF529,ZNF382,ZNF461,LINC01534,ZNF567,ZNF850,LOC728485,ZNF790-AS1,ZNF790,ZNF345,ZNF829,ZNF568,ZNF420,ZNF585A,ZNF585B,ZNF383,LINC01535,LOC284412,ZNF875,ZNF527,ZNF569,ZNF570,ZNF793-AS1,ZNF793,ZNF571-AS1,ZNF540,ZFP30,ZNF781,ZNF607,ZNF573,LOC644554,WDR87BP,WDR87BP,WDR87,SIPA1L3,DPF1,PPP1R14A,SPINT2,YIF1B,KCNK6,CATSPERG,PSMD8,GGN,SPRED3,FAM98C,FAM98C,RASGRP4,RYR1,MAP4K1,MAP4K1,EIF3K,ACTN4	-0.188751	2	34.6365	5760	4767.32	0.00421296	-0.198621	-0.181125	-0.864186	0.385577
chr19	38649141	38724575	ACTN4	0.220828	3	47.8555	102	78.7703	0.0272208	0.163058	0.277364	-0.291703	0.816154
chr19	38724575	38815520	ACTN4,CAPN12,LGALS7,LGALS7B,LGALS4,ECH1	-0.161959	2	38.2609	125	93.6854	0.0281225	-0.207649	-0.125678	-0.747467	0.372314
chr19	38815520	38871920	ECH1,HNRNPL,RINL	0.241993	3	50.2655	74	49.1237	0.0363266	0.136457	0.301751	-0.33245	0.73371
chr19	38871920	39100339	RINL,SIRT2,NFKBIB,CCER2,SARS2,MRPS12,FBXO17,FBXO17,FBXO27,ACP7	-0.307539	1	32.4829	320	254.809	0.017027	-0.335843	-0.27785	-0.938769	0.248474
chr19	39100339	39180004	ACP7,PAK4	0.141538	2	45.336	107	83.8739	0.0303176	0.0912478	0.196595	-0.516552	0.63832
chr19	39180004	39384453	PAK4,NCCRP1,SYCN,IFNL3,IFNL4,IFNL2,IFNL1,LRFN1,GMFG,SAMD4B	-0.232142	2	32.5762	283	234.621	0.0167673	-0.262702	-0.198155	-0.784401	0.272289
chr19	39384453	39418293	SAMD4B,PAF1,MED29,ZFP36,PLEKHG2	0.214661	3	47.4324	43	32.0761	0.0364798	0.140683	0.275323	-0.209476	0.591579
chr19	39418293	39531092	PLEKHG2,RPS16,SUPT5H,TIMM50,DLL3,SELENOV,EID2B	-0.147956	2	35.5591	154	121.869	0.0252952	-0.197311	-0.101584	-0.837572	0.394126
chr19	39531092	39712277	EID2B,EID2,LGALS13,LOC100129935,LGALS16,LGALS17A,LGALS14	0.0555765	2	43.0202	228	192.353	0.0166581	0.0300095	0.0829968	-0.527084	0.472637
chr19	39712277	40389074	CLC,LEUTX,DYRK1B,FBL,FCGBP,PSMC4,ZNF546,ZNF780B,ZNF780A,MAP3K10,TTC9B,CCNP,AKT2,C19orf47,PLD3,HIPK4	-0.1444	2	35.5138	913	770.023	0.010002	-0.160229	-0.127534	-0.764523	0.426185
chr19	40389074	40458869	HIPK4,PRX,SERTAD1,SERTAD3,BLVRB	0.111258	2	45.1523	84	61.8037	0.0296771	0.0580714	0.173293	-0.436357	0.555054
chr19	40458869	40680943	BLVRB,SPTBN4,SHKBP1,LTBP4,NUMBL	-0.219792	2	34.206	306	252.161	0.0186304	-0.258917	-0.185162	-0.829827	0.436335
chr19	40680943	40853667	NUMBL,COQ8B,ITPKC,C19orf54,SNRPA,MIA,RAB4B-EGLN2,CYP2T1P,CYP2A6	0.0382871	2	42.0158	227	173.293	0.0189597	0.00643289	0.0701453	-0.535378	0.602177
chr19	40853667	41261156	CYP2A7,CYP2G1P,CYP2B7P,CYP2B7P,CYP2B6,CYP2B6,CYP2A13,CYP2F1,CYP2S1,AXL	-0.284908	1	31.889	527	425.918	0.0158698	-0.316188	-0.259302	-1.10772	0.310146
chr19	41261156	41333065	AXL,HNRNPUL1,CCDC97,TGFB1	0.0929276	2	40.4564	98	78.9582	0.0307066	0.0428714	0.156786	-0.508133	0.691475
chr19	41333065	42196687	TGFB1,B9D2,TMEM91,EXOSC5,BCKDHA,B3GNT8,DMAC2,ERICH4,PCAT19,LINC01480,CEACAM21,CEACAM21,CEACAM4,CEACAM7,CEACAM5,CEACAM6,CEACAM3,LYPD4,DMRTC2,RPS19,CD79A,ARHGEF1,ERFL,LOC100505585,RABAC1,ATP1A3,GRIK5,ZNF574,POU2F2,LOC100505622	-0.212321	2	30.7321	1195	945	0.00949394	-0.230402	-0.188618	-0.875195	0.419066
chr19	42196687	42297502	DEDD2,ZNF526,GSK3A,ERF,CIC,PAFAH1B3	0.0686381	2	38.8619	132	109.006	0.0259009	0.0168548	0.121743	-0.566619	0.548155
chr19	42297502	42681725	PAFAH1B3,PRR19,TMEM145,MEGF8,CNFN,LIPE-AS1	-0.202888	2	32.2938	528	434.156	0.013187	-0.226258	-0.176872	-0.774695	0.303119
chr19	42682430	43197078	PSG3,PSG8,PSG8-AS1,PSG10P,PSG1,PSG6,PSG7,PSG11,PSG2,PSG5,PSG4	0.0646345	2	40.0551	698	613.089	0.00922172	0.050588	0.0800848	-0.49153	0.478517
chr19	43197078	43727236	PSG4,LOC284344,PSG9,PSG9,PRG1,CD177,TEX101,LYPD3,PHLDB3,ETHE1,ZNF575,XRCC1,PINLYP,IRGQ,ZNF576,ZNF428,CADM4,PLAUR,IRGC	-0.220423	2	32.2102	713	572.754	0.0128432	-0.247063	-0.194181	-0.969808	0.415546
chr19	43727236	43786456	SMG9,KCNN4	0.163413	2	44.7101	79	62.0801	0.0257355	0.112118	0.206906	-0.253609	0.571009
chr19	43786456	45422755	LYPD5,ZNF283,ZNF404,LOC100505715,ZNF45,ZNF221,ZNF155,LOC101928063,ZNF230,ZNF222,ZNF223,ZNF284,ZNF224,LOC100379224,ZNF225,ZNF234,ZNF226,ZNF227,ZNF233,ZNF235,ZNF112,ZNF285,ZNF229,ZNF180,CEACAM20,CEACAM22P,IGSF23,PVR,CEACAM19,CEACAM16,BCL3,CBLC,BCAM,NECTIN2,TOMM40,APOE,APOC1,APOC1P1,APOC4-APOC2,CLPTM1,RELB,CLASRP,ZNF296,GEMIN7,PPP1R37,NKPD1,TRAPPC6A,BLOC1S3,BLOC1S3,EXOC3L2,MARK4,CKM,KLC3,KLC3,ERCC2,PPP1R13L,POLR1G,ERCC1	-0.152497	2	35.0891	2249	1868.27	0.00658366	-0.165548	-0.14263	-0.82682	0.38682
chr19	45422755	45527095	ERCC1,FOSB,RTN2,PPM1N,VASP	0.126416	2	48.4895	123	78.6322	0.024925	0.0761653	0.167699	-0.40549	0.68045
chr19	45527095	47480642	OPA3,GPR4,EML2,GIPR,SNRPD2,QPCTL,FBXO46,MEIOSIN,SIX5,DMPK,DMWD,RSPH6A,SYMPK,FOXA3,IRF2BP1,MYPOP,NANOS2,NOVA2,CCDC61,PGLYRP1,IGFL4,IGFL3,IGFL2,IGFL2-AS1,LOC93429,IGFL1,HIF3A,PPP5C,CCDC8,PNMA8A,PPP5D1,CALM3,PTGIR,GNG8,DACT3,DACT3-AS1,PRKD2,STRN4,FKRP,SLC1A5,SNAR-E,AP2S1,ARHGAP35,NPAS1,TMEM160,ZC3H4,SAE1,BBC3,CCDC9,INAFM1,C5AR1,C5AR2,DHX34,MEIS3,SLC8A2,KPTN	-0.167649	2	34.8765	2682	2157.07	0.00631854	-0.178956	-0.154164	-0.811232	0.438841
chr19	47480642	47527172	KPTN,NAPA-AS1,NAPA,ZNF541	-0.00548196	2	35.8417	65	52.3307	0.0371458	-0.0616842	0.0678938	-0.57118	0.55056
chr19	47527172	47599082	ZNF541	-0.311339	1	31.7949	101	80.6866	0.0248804	-0.363086	-0.270004	-0.733179	0.156373
chr19	47599082	47666057	BICRA	0.125035	2	46.9923	86	58.3982	0.0303317	0.0661687	0.187446	-0.562173	0.642802
chr19	47666057	49849433	BICRA,EHD2,NOP53,NOP53-AS1,SELENOW,TPRX1,CRX,SULT2A1,SNAR-A13,BSPH1,ELSPBP1,CABP5,PLA2G4C,PLA2G4C,LIG1,ZSWIM9,CARD8,CARD8-AS1,ZNF114,CCDC114,EMP3,TMEM143,SYNGR4,KDELR1,GRIN2D,GRWD1,KCNJ14,CYTH2,LMTK3,SULT2B1,FAM83E,RPL18,SPHK2,DBP,SEC1P,FUT2,MAMSTR,RASIP1,IZUMO1,FUT1,FGF21,BCAT2,HSD17B14,PLEKHA4,PPP1R15A,TULP2,NUCB1,DHDH,BAX,FTL,GYS1,RUVBL2,LHB,LOC101059948,CGB3,CGB2,CGB1,CGB5,CGB8,CGB7,NTF4,KCNA7,SNRNP70,LIN7B,PPFIA3,HRC,TRPM4,TRPM4,SLC6A16,CD37,TEAD2,DKKL1,LOC101928295,KASH5,KASH5,PTH2,GFY,SLC17A7,PIH1D1,ALDH16A1,FLT3LG,RPL13A,RPS11,MIR150,FCGRT,RCN3,NOSIP,PRRG2,PRR12,RRAS,SCAF1,IRF3,BCL2L12,PRMT1,ADM5,CPT1C,TSKS,AP2A1,FUZ,MED25,PTOV1-AS1	-0.185856	2	35.5811	2900	2280.26	0.00621664	-0.197026	-0.17294	-0.832634	0.45821
chr19	49849433	49891733	PTOV1-AS1,PTOV1,PNKP,AKT1S1,TBC1D17,IL4I1	0.250681	3	48.26	54	45.5487	0.0440398	0.163808	0.34154	-0.559214	0.883763
chr19	49891733	51777601	IL4I1,ATF5,SIGLEC11,SIGLEC16,VRK3,ZNF473,LOC400710,LOC400710,SNAR-B1,SNAR-D,IZUMO2,MYH14,KCNC3,KCNC3,NAPSB,NAPSA,NR1H2,POLD1,POLD1,SPIB,MYBPC2,FAM71E1,EMC10,JOSD2,ASPDH,LRRC4B,SNAR-F,SYT3,C19orf81,SHANK1,CLEC11A,GPR32,LOC105372440,ACP4,C19orf48,LINC01869,KLK1,KLK15,LOC105372441,KLK3,KLK2,KLKP1,KLK4,KLK5,KLK6,KLK7,KLK8,KLK9,KLK10,KLK11,KLK12,KLK13,KLK14,CTU1,SIGLEC9,SIGLEC7,LOC101928517,MIR8074,CD33,SIGLECL1,LINC01872,IGLON5,VSIG10L,ETFB,CLDND2,NKG7,LIM2,C19orf84,SIGLEC10,SIGLEC10-AS1,SIGLEC8,CEACAM18,SIGLEC12,SIGLEC6,SIGLEC6,ZNF175,LINC01530,SIGLEC5,SIGLEC14,SPACA6P-AS,SPACA6,HAS1,FPR1,FPR2	-0.272931	1	30.294	2554	2105.67	0.00674181	-0.285447	-0.261604	-0.958971	0.372196
chr19	51777601	51812851	FPR3	0.257699	3	47.7393	49	43.3808	0.0317081	0.203582	0.302433	-0.131514	0.605771
chr19	51812851	52634173	FPR3,ZNF577,ZNF649-AS1,ZNF649,ZNF613,ZNF350-AS1,ZNF350,ZNF615,ZNF614,ZNF432,ZNF841,ZNF616,ZNF836,PPP2R1A,ZNF766,ZNF480,ZNF610,ZNF880,ZNF528-AS1,ZNF528,ZNF534,ZNF578,ZNF808,ZNF701,ZNF137P,ZNF83	-0.0596339	2	37.9869	1138	953.978	0.00838738	-0.0751374	-0.0421915	-0.647236	0.463874
chr19	52634173	52811832	ZNF83,ZNF611,ZNF600,ZNF28	0.0853636	2	44.3409	242	193.5	0.0186548	0.0543132	0.12664	-0.531899	0.653814
chr19	52811832	52820292	ZNF28	-0.512672	1	25.3519	11	9.96527	0.093427	-0.644401	-0.340415	-0.872169	0.134644
chr19	52820292	53058581	ZNF28,ZNF468,ZNF320,ZNF888,ZNF816-ZNF321P,ZNF702P,ERVV-1,ERVV-2	0.0993925	2	45.0075	315	234.024	0.0154936	0.0674071	0.131733	-0.462159	0.596203
